"YEAR","Severity Class of Crash","County","Type of Factor","Contributing Factors","Total"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Cell Phone (hands-free)","."
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Driver Inattention/Distraction","275"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Driver Inexperience","27"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Drugs (Illegal)","8"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Eating or Drinking","1"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Failure to Keep Right","22"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Failure to Yield Right-of-Way","350"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Fatigued/Drowsy","14"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Fell Asleep","16"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Following Too Closely","349"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Illness","17"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Listening/Using Headphones","."
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Lost Consciousness","13"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Other Electronic Device","."
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Outside Car Distraction","7"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Passenger Distraction","4"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","151"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","62"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Physical Disability","4"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Prescription Medication","1"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","46"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Texting","."
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Traffic Control Device Disregarded","100"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Turning Improperly","69"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Unsafe Speed","221"
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Using On Board Navigation Device","."
"2020","Personal Injury","ROCKLAND","Crashes With Human Factors","Other Human","1"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Accelerator Defective","4"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Brakes Defective","14"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","3"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Headlights Defective","."
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Other Lighting Defects","2"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Oversized Vehicle","3"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Steering Failure","8"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Tinted Windows","."
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Tire Failure/Inadequate","5"
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Tow Hitch Defective","."
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Windshield Inadequate","."
"2020","Personal Injury","ROCKLAND","Crashes With Vehicular Factors","Other Vehicular","24"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Animal's Action","40"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Glare","19"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Obstruction/Debris","12"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Pavement Defective","6"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Pavement Slippery","71"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Shoulders Defective/Improper","."
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","4"
"2020","Personal Injury","ROCKLAND","Crashes With Environmental Factors","View Obstructed/Limited","52"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Aggressive Driving/Road Rage","50"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Alcohol Involvement","252"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Backing Unsafely","72"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Cell Phone (hand held)","33"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Cell Phone (hands-free)","11"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Driver Inattention/Distraction","2,151"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Driver Inexperience","317"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Drugs (Illegal)","42"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Eating or Drinking","3"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Failure to Keep Right","72"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Failure to Yield Right-of-Way","1,956"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Fatigued/Drowsy","64"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Fell Asleep","139"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Following Too Closely","1,730"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Illness","87"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Listening/Using Headphones","1"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Lost Consciousness","93"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Other Electronic Device","6"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Outside Car Distraction","33"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Passenger Distraction","31"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Passing/Lane Changing/Improper Use","712"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","153"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Physical Disability","32"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Prescription Medication","4"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","294"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Texting","1"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Traffic Control Device Disregarded","666"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Turning Improperly","401"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Unsafe Speed","906"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Using On Board Navigation Device","1"
"2020","Personal Injury","SUFFOLK","Crashes With Human Factors","Other Human","."
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Accelerator Defective","11"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Brakes Defective","83"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","5"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Headlights Defective","5"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Other Lighting Defects","10"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Oversized Vehicle","4"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Steering Failure","29"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Tinted Windows","."
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Tire Failure/Inadequate","35"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Tow Hitch Defective","1"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Windshield Inadequate","1"
"2020","Personal Injury","SUFFOLK","Crashes With Vehicular Factors","Other Vehicular","96"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Animal's Action","105"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Glare","97"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","1"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Obstruction/Debris","48"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Pavement Defective","10"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Pavement Slippery","439"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Shoulders Defective/Improper","3"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","25"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","View Obstructed/Limited","175"
"2020","Personal Injury","SUFFOLK","Crashes With Environmental Factors","Other Environmental","."
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Aggressive Driving/Road Rage","33"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Alcohol Involvement","131"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Backing Unsafely","36"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Cell Phone (hand held)","10"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Cell Phone (hands-free)","3"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Driver Inattention/Distraction","825"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Driver Inexperience","117"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Drugs (Illegal)","23"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Eating or Drinking","2"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Failure to Keep Right","58"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Failure to Yield Right-of-Way","475"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Fatigued/Drowsy","21"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Fell Asleep","49"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Following Too Closely","691"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Illness","44"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Listening/Using Headphones","2"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Lost Consciousness","41"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Other Electronic Device","3"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Outside Car Distraction","17"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Passenger Distraction","13"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Passing/Lane Changing/Improper Use","415"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","107"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Physical Disability","7"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Prescription Medication","4"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","189"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Texting","."
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Traffic Control Device Disregarded","149"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Turning Improperly","165"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Unsafe Speed","603"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Using On Board Navigation Device","4"
"2020","Personal Injury","WESTCHESTER","Crashes With Human Factors","Other Human","3"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Accelerator Defective","6"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Brakes Defective","31"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","8"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Headlights Defective","."
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Other Lighting Defects","3"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Oversized Vehicle","5"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Steering Failure","16"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Tinted Windows","1"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Tire Failure/Inadequate","41"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Tow Hitch Defective","1"
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Windshield Inadequate","."
"2020","Personal Injury","WESTCHESTER","Crashes With Vehicular Factors","Other Vehicular","68"
"2020","Personal Injury","WESTCHESTER","Crashes With Environmental Factors","Animal's Action","50"
"2020","Personal Injury","WESTCHESTER","Crashes With Environmental Factors","Glare","56"
"2020","Personal Injury","WESTCHESTER","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","."
